"fr_id","fr_name","en_id","en_name","set","methode"
"1f18aceb-588d-4c82-83de-bea8537c0989","Couloir du Premier Étage","bb1e28a9-427a-4c0b-a315-29cf2ce1ea20","Second Floor Hallway","Private Lives","illustration"
"f0edf5eb-766e-49ef-a92c-7fca96cad6f8","Étude Privée","b3a5c241-7c90-4cfb-9f91-c00f5397db5b","Private Study","Private Lives","illustration"
"180419c7-85ae-44b9-96ac-8ea10792432c","Hall d'Entrée","1fb05fdb-a096-4442-881b-cb8ae88a55fb","Entry Hall","Private Lives","illustration"
"0f383a0e-8f5e-404c-b15b-8e67f3ceb997","Quartier des Domestiques","aa09bb7d-a0da-4e72-916d-916449786fc6","Servant's Quarters","Private Lives","illustration"
"f64fbf4e-6faf-44e5-b472-ea98f265c48f","Salon","44c31d29-c606-4a49-9807-315db3344c02","Living Room","Private Lives","illustration"
"03497949-d3f7-4753-8ef0-59963fb57161","Agent Dormant","f36eeb47-222d-496f-b222-fc32bace778b","Sleeper Agent","Crumbling Masonry","illustration"
"895379e4-e4ad-4f0b-8ad0-a3096ed70d06","Fait comme un Rat","67d746d1-c825-4031-9614-c31bcc00bf4f","Cornered Rat","Crumbling Masonry","illustration"
"e3dac6a6-06db-446b-b469-6fd4c821dc04","Glen Conroy","c4307650-8ed9-463f-87d8-09f9ae48a3da","Glen Conroy","Crumbling Masonry","illustration"
"1f4c94d5-2b39-410d-a68f-71133028a339","Hector Sutton","a5677f6d-004d-4e7c-9ee8-2777221c7cfb","Hector Sutton","Crumbling Masonry","illustration"
"94f75892-6b1e-4761-adde-9e71253cf7cb","Des Loups dans la Bergerie","9d44927c-6aab-4897-a3b5-8b2e65445cc1","Wolves Among Sheep","Crumbling Masonry","illustration"
"07863967-95d1-4b73-9cad-c93c2fb949f3","Luther Lynch","4f87e8f6-44f4-4603-909d-b1a58efffbef","Luther Lynch","Crumbling Masonry","illustration"
"d7deb7be-fd74-4aa5-87d0-13ef74222096","Paul Kellerman","ddeb675d-dd50-42a4-a292-14680ab10bd1","Paul Kellerman","Crumbling Masonry","illustration"
"e27ba729-9274-4491-acb2-0ac0f0655328","Repéré (Menace Avérée)","40ce7750-6516-4be9-8d3c-37df2df1abd7","Marked (Definite Threat)","Crumbling Masonry","illustration"
"ace075ef-9afc-4176-98a1-5fe362e68446","Repéré (Menace Potentielle)","8d750c10-93fa-4212-828e-a88fc3222334","Marked (Possible Threat)","Crumbling Masonry","illustration"
"2ec36eeb-2dae-4c72-8bde-b63ee7eb75b3","Repéré (Menace Prioritaire)","d456ba45-a0d8-4211-ab73-f769c8d88f03","Marked (Priority Threat)","Crumbling Masonry","illustration"
"f3eb72d4-7b03-4a75-9b68-496d2241cf58","Rodney Duvall","f1fbf973-8373-45de-a0c4-ddb4f31ec716","Rodney Duvall","Crumbling Masonry","illustration"
"bb7f498b-ffa3-4a83-8d22-2048b91a27a1","Suspects Dogmatiques","927fc951-1568-4122-ad5a-7e8e0c55d54b","Insular Suspects","Crumbling Masonry","illustration"
"6cb61625-beee-4add-9957-d134672cf192","Ulysses Hill","c6be3790-aa52-4833-b5ea-77876d53c4b7","Ulysses Hill","Crumbling Masonry","illustration"
"4e3c5d92-b815-4227-bd03-df3c1944afc9","Wallace Thorpe","cc867d2f-dd0f-4c25-a3c3-5d8072b56e5b","Wallace Thorpe","Crumbling Masonry","illustration"
"4fbaf05d-4cfc-42f0-81b0-0119f54cfe9b","Compas de la Grande loge","d389a7bb-8ac5-4e3b-a7dd-a26309b02fa4","Compass of the Grand Lodge","Grand Compass","illustration"
"0c727df9-d0e5-4a04-a0e9-caf5307f2cfc","Le Grand Trésorier Félon","30f5694f-d5fc-4c19-b385-838b6f76772f","The Traitorous Treasurer","Crumbling Masonry","illustration"
"afe523f8-08f0-4a18-b304-02a65e71a07c","Le Grand Maître Adjoint Félon","7c9b6133-d253-4815-8ccc-0b6228939182","The Traitorous Deputy Master","Crumbling Masonry","illustration"
"843425df-c329-4ecf-84c8-7313321fe488","Fissures dans la Clé de Voûte","69955354-b407-4d91-a667-af3584c70805","Cracks in the Keystone","Crumbling Masonry","illustration"
"f5cf4cf6-5308-4488-ab76-b95c41963003","Schisme Secret","94a39f24-094f-416a-9a76-4f6a4d3f05f4","Schism in Secret","Crumbling Masonry","illustration"
"4dc3dd25-8b82-4117-b2ec-c0b033f21c26","Effritement Accéléré","a9ebca7c-67cd-427a-883d-63ddbb6e11a2","Rapid Erosion","Crumbling Masonry","illustration"
"9a361ed3-a3de-42c2-a9f3-bd62f035bd10","Le Grand Secrétaire Félon","4bb35a98-4b01-42f7-989b-ae77f412d1f6","The Traitorous Secretary","Crumbling Masonry","illustration"
"2c462ddb-29d3-44d1-93c4-603e0f821fe4","Le Second Grand Surveillant Félon","bf590f81-dee1-4392-bbca-f9b30c501100","The Traitorous Junior Warden","Crumbling Masonry","illustration"
"3576f4ce-cc8f-467a-bbde-2a3b14aaf4a8","Le Grand Maître Félon","b538fd5e-c419-412c-96aa-ef9bc03e751a","The Traitorous Master","Crumbling Masonry","illustration"
"f40df6a9-abfc-4d4f-8cfb-abc86d52e2a5","Le Premier Grand Surveillant Félon","36174700-35c6-4c7b-8d1b-6fd4b1e9ffa8","The Traitorous Senior Warden","Crumbling Masonry","illustration"
"417fa8f3-3605-432d-bedd-cb18ceda7b71","Bibliothèque Maçonnique","8b438722-b23e-4d89-88af-594b3a3c7401","Masonic Library & Museum","Crumbling Masonry","illustration"
"d8f1bd2e-52ba-4c92-8f0b-abf02203d81f","Bureaux du Temple","75f70923-f7e6-46d1-a514-285d5cab35fd","Temple Offices","Crumbling Masonry","illustration"
"e2b8c868-4920-40a0-9cba-56dfeb4094e7","Entrée sur Broad Street","75c48ed9-c225-492e-a29e-2c26260e60ef","Broad Street Entrance","Crumbling Masonry","illustration"
"a12ff8fc-be38-45a7-903b-d46d31779e52","Escalier Monumental","d86f9ed9-cb9f-4a33-b9f7-2d0147d57095","Grand Staircase","Crumbling Masonry","illustration"
"29175eac-f9cf-4044-a421-e3cbeb58cb59","Escalier Monumental","cca8583a-5370-4617-b4f9-26818c784643","Grand Staircase","Crumbling Masonry","illustration"
"ef260f13-060e-4e97-9219-9638d09dfe96","Grande Salle de Réception","20682a1e-fb61-40f4-aeb6-04337383ac94","Grand Banqueting Hall","Crumbling Masonry","illustration"
"91748d27-74c1-4246-b5f0-7a2cebf9846f","Salle Corinthienne","a0580208-d170-4a5f-af92-7e332feff6e7","Corinthian Hall","Crumbling Masonry","illustration"
"9750d09e-f414-4779-8ba6-157d6ff98e94","Salle Orientale","70c63c8e-ad50-4e49-9abf-d0f6933b2a28","Oriental Hall","Crumbling Masonry","illustration"
"9e1a37f4-830d-4c2c-8e85-2118bcde841a","Salle Renaissance","4d4ee62d-9e86-4db3-b88e-c933b9e84359","Renaissance Hall","Crumbling Masonry","illustration"
"d978c2ad-9d50-4ce6-98ff-602571585e99","À vos Trousses","9d348c4d-ef1b-41d4-a18d-797d8f6ff258","Hot on Your Trail","Across Dreadful Waters","illustration"
"1aa5f5c3-7c88-463c-a162-c34e3a7d04f5","Aiguille Cachée","0fb8bb26-6390-4337-bee9-adbc80265559","Hidden Needle","Across Dreadful Waters","illustration"
"4efdb9eb-aafe-4185-b541-1d844088d472","Fermer la Nasse","1e8952b5-a66c-4525-b372-d71bd9460b1d","Closing the Net","Across Dreadful Waters","illustration"
"b76b4565-9484-4b04-ba3c-013b1751a183","Territoire Étranger","c24cff1d-0cc7-4708-806b-8cc1d1b9726c","Unfamiliar Territory","Across Dreadful Waters","illustration"
"6f7dae55-3520-4a80-89b8-c3e52b31c2b2","Asthénie","c452f9c6-1d43-4a80-800d-b72d544944e5","Lingering Fatigue","Across Dreadful Waters","illustration"
"459526b4-06a6-478c-b1a7-43895782c08c","Assassins en Approche","f1eccf2a-4c90-4122-9ce6-b48dcaf3e0db","Assassins Close In!","Across Dreadful Waters","illustration"
"6c7e33a6-e6a7-4572-a5b3-83a34e9999cd","Embuscade dans le Canal","6bdb31b8-31c5-4a42-8ee1-7dfeab6d5c3d","Ambush in the Canal!","Across Dreadful Waters","illustration"
"97c6a69b-66eb-42fe-93b8-395149331828","Blocus Portuaire","2e9db86c-61af-4403-9ff6-b5de3a6da6bf","Harbor Blockade!","Across Dreadful Waters","illustration"
"774a7693-fa70-4a7e-901c-4e87468e3e34","Provisions Empoisonnées","9226a9ee-69eb-4d19-a79a-1c8100211f38","Poisoned Supplies!","Across Dreadful Waters","illustration"
"756bd49c-8ee4-49e1-9d80-77a878642027","Moteurs Sabotés","74ae72dc-50ea-42f7-9f8d-64066d046c46","Sabotaged Engines!","Across Dreadful Waters","illustration"
"abe30b6c-63db-4193-b51d-0e24b3e70424","Intimidation de Fonctionnaire","e7ff0610-3368-4b6e-aed6-d2be8005a443","Blackmailed Official!","Across Dreadful Waters","illustration"
"e2a22f71-86d4-4ab7-af04-f2c6dc3c5da9","L'Attaque des Profonds","27f1323d-42db-45b9-88b2-a10c49f5c786","Deep Ones Attack!","Across Dreadful Waters","illustration"
"8c54a0e7-b8f4-444a-b562-71652b336398","Rêves Fiévreux","7dffd235-08ea-46fb-86c2-0d49bb7a90c3","Feverish Dreams!","Across Dreadful Waters","illustration"
"a4ca60f7-5fb5-41cb-bab3-a7810e21b74e","Accusé de Meurtre","04997abb-4744-49ce-9c0c-f74b6b97834f","Framed for Murder!","Across Dreadful Waters","illustration"
"a7d6d8f8-61b2-48fb-928e-f473ed1e392e","L'Engeance de Cthulhu","d46c1ea7-96db-4520-a08d-d64c77b85335","The Reach of Cthulhu","Across Dreadful Waters","illustration"
"72f374de-8823-4410-8c1a-c7d0e8bc7200","Central Hill","b69eb6b8-e7cb-49e2-bb6a-6547853a670d","Central Hill","Across Dreadful Waters","illustration"
"de389972-41dc-4fa6-8ced-8c268e486ac7","Rivage Sud","63ca5099-5751-4d2a-af38-ca7e3e91b87a","South Shore","Across Dreadful Waters","illustration"
"f3a08a8c-1205-4315-b1b1-4f5029ca57f3","Cathédrale des Canaries","2ccc75eb-39f4-4b0b-ad5e-6912b4901d97","Catedral de Canàrias","Across Dreadful Waters","illustration"
"6b2bd756-b73b-4f35-b3db-801a5fe38c78","Château de la Luz","276426ec-e221-4888-b90f-60ac7568e466","Castillo de la Luz","Across Dreadful Waters","illustration"
"b539e213-8072-46cf-a100-a4241d0f66a2","Plage de Las Canteras","d7d200b9-916c-4f73-87fb-abb21c039931","Playa de Las Canteras","Across Dreadful Waters","illustration"
"830e23d1-fb3c-4e58-a00b-9974b7dc2bff","Château de Bonne Espérance","3c33d3f2-f194-4f69-957e-46a3884abf06","Castle of Good Hope","Across Dreadful Waters","illustration"
"1ea26d78-7186-498c-a683-290b772fa0ae","Montagne de la Table","cd8fca7a-79ca-41fc-91ae-b695be859a5b","Table Mountain","Across Dreadful Waters","illustration"
"63c6bf00-049c-46b9-92f2-ed6815588480","Université du Cap","56f496cf-0885-4bbb-8950-e07c96309c28","University of Cape Town","Across Dreadful Waters","illustration"
"6fd12d54-236f-419c-becf-01bdd09dca0b","Dispensaire d'Ithnashiri","4ec5000e-65e5-40e3-a332-970f80f2e08b","Ithnashiri Dispensary","Across Dreadful Waters","illustration"
"815efdff-33f0-4128-a8a9-c6ff1a019e68","Maison des Merveilles","ccb6c60f-b225-4e7f-8737-1390506c1b51","House of Wonders","Across Dreadful Waters","illustration"
"982bbb42-5399-4a2a-8e5a-27fb1d81d1f5","Palais du Sultan","749cf71f-1187-4fe9-8dda-a37b25dfd70e","Sultan's Palace","Across Dreadful Waters","illustration"
"b1f52eb4-1985-4884-b1b0-d65ae6d17cb6","Vieux Fort","97cb353d-34e7-44b8-a150-2020f0e9a59a","Old Fort","Across Dreadful Waters","illustration"
"8df8d933-7403-4b3f-b314-c5f159a5cfbf","Jardins d'Alameda","ab8608e0-6d11-40f8-81c7-5a2593720ed6","Alameda Gardens","Across Dreadful Waters","illustration"
"32531a88-856e-49de-b128-508ef1883aa2","Pointe de l'Europe","0fc04f30-9603-4b0b-a773-0ed2fbdca5e6","Europa Point","Across Dreadful Waters","illustration"
"919354f7-96be-4cbf-89dd-64798eb4002d","Tour de l'Hommage","947e26a8-1ce0-4455-8ad3-ede98d531ae6","Tower of Homage","Across Dreadful Waters","illustration"
"709b241f-ad01-468a-aa81-1a84248bb02f","Compagnie du Canal de Suez","38f3c921-ede1-4fba-937c-203f93863cfc","Suez Canal Company Offices","Across Dreadful Waters","illustration"
"d2f145f5-603b-4b28-982d-db469b486f50","Phare de Port Saïd","fc520ff7-67d2-4342-a69c-444c57078529","Lighthouse of Port Said","Across Dreadful Waters","illustration"
"6d070567-9301-4218-be68-a71f0eca8ce7","Quartier Arabe","0650e688-307f-4f89-9869-4dfd3110d6bb","Arab Quarter","Across Dreadful Waters","illustration"
"f185c245-5cbd-41c9-85fd-1f9b06537c45","Fort Sewri","fb9ecb39-9bc9-4d93-b217-a77b280aee71","Sewri Fort","Across Dreadful Waters","illustration"
"cc313108-2fee-4d64-8884-5d203be30478","Gare Victoria","80923d43-5791-49cf-9de7-86ea394fa051","Victoria Terminus","Across Dreadful Waters","illustration"
"3143b998-680e-458b-afa6-baf0fc97b5f7","Porte de l'Inde","3ea617b0-82d6-451e-933d-5d0b4884ff90","Gateway of India","Across Dreadful Waters","illustration"
"3c31afa4-34c4-485f-b5ea-f524b81e3fc5","Shree Siddhivinayak","57a84693-7d0e-41f7-b1c9-de8106cf0657","Shree Siddhivinayak","Across Dreadful Waters","illustration"
"9d9d6ad7-15bb-48e0-a4da-d8bd2916d249","Écluse de Gatun","6b60788b-046f-4896-b685-cf4e93ea4f9a","Gatun Locks","Across Dreadful Waters","illustration"
"a6a611d1-8840-490f-9e7f-0b3f83c45a40","Fort Davis","a8072975-d67f-442f-bf82-96992fae343f","Fort Davis","Across Dreadful Waters","illustration"
"826c0b57-55e9-42c8-81ad-80ad7f4a1aab","Fort de Lesseps","d3a143bc-8ed6-4c7f-ad3d-c5665d94ebc3","Fort De Lesseps","Across Dreadful Waters","illustration"
"b3b91474-400a-4fc6-9bc6-4cf94b6a4602","Bibliothèque Carnagie de Suva","3476c16d-03ec-4ee8-9051-fb9f74d4af40","Suva City Carnegie Library","Across Dreadful Waters","illustration"
"ec075455-0604-4617-a95e-7566c9026768","Cathédrale du Sacré Cœur","da53460c-3333-45be-ac27-12e2c1e640d1","Sacred Heart Cathedral","Across Dreadful Waters","illustration"
"dbf21170-649b-484c-8915-6ec8d4bf4664","Jardin Botanique de Suva","3f4b3b27-3f3f-4a0a-abda-99e975a1913a","Suva Botanical Gardens","Across Dreadful Waters","illustration"
"e943a043-d8a7-4ab3-bdee-f91629acd6d9","Baraquements de Hyde Park","31b771d1-f8c0-484d-b298-be7a86a11b41","Hyde Park Barracks","Across Dreadful Waters","illustration"
"075c076b-b854-43ae-aa1e-e0523cd693cb","Gare de Sydney","94dea937-e7a5-4ccc-934d-bedb96224e1e","Sydney Terminal","Across Dreadful Waters","illustration"
"204744fe-dc03-40fd-9385-5fd5e2904bb5","Immeubles Reine Victoria","8a573d4d-0eca-43da-a91f-8b5aa5817b31","Queen Victoria Buildings","Across Dreadful Waters","illustration"
"ae9e8d2a-87d1-4f16-8020-88b23f65f375","Jardin Botanique Royal","1bb2e912-2f67-4a4c-a480-c795ec4d263c","Royal Botanic Garden","Across Dreadful Waters","illustration"
"f4fbb884-0227-4fe1-af28-64b98ff1f99c","Zone Portuaire","67136f92-2c58-496e-bd92-93297f550868","Harborside","Across Dreadful Waters","illustration"
"4e6ed6b9-ec2b-4384-a287-2161bf0e2009","Architecte de la Barrière","1f84fb32-d95d-48ba-b022-3a8a4a64415c","Barrier Architect","Blood From Stones","illustration"
"b9e5f779-3617-4a78-a28a-066788f0e6e3","Barrière Pulsatile","4a05b602-b5c1-4509-af75-064c843329ac","Pulsing Barrier","Blood From Stones","illustration"
"12210ed1-515d-4006-9c3e-938a5fc10031","Basiphobie","0602b088-83b1-49b4-979b-de51157df332","Basiphobia","Blood From Stones","illustration"
"b20b994c-6430-4468-8eaa-cf57735ffb91","Conceptions Insensées","4562cc92-0b43-4514-871b-e0bf05f8b663","Maddening Designs","Blood From Stones","illustration"
"be3a2b01-fae8-4fb9-93f2-eaa703516c93","Pensées Fragmentaires","5d12ec2d-8fac-4d31-af40-726ac32cfbdb","Fractured Thoughts","Blood From Stones","illustration"
"c41d71ce-8a2d-445c-bf31-8f712453f0f3","Structure d'Emprisonnement","bff58d93-91d6-490c-ae66-460f26ece90a","Confining Structure","Blood From Stones","illustration"
"010658c3-1235-4d6c-a149-1eaeaf1ffe76","Tisseur d'Entrave","f6ae4a9c-58a5-4aac-a85b-f8e3b275042c","Ward Weaver","Blood From Stones","illustration"
"4fd06392-fb4c-4b1e-98e9-127ed9e4a313","La Barrière Géométrique","e6906738-5c87-4000-a617-a63d9732e6eb","The Geometric Barrier","Blood From Stones","illustration"
"ceb7fc78-199f-4907-aba1-245d2624ea70","Fractales Décroissantes","fe564fb0-04f6-4fae-848b-94bf337a6a2c","Diminishing Fractals","Blood From Stones","illustration"
"85beb8f5-fed9-4abe-87bc-51a318459884","Effondrement des Structures","47105556-e3a1-489e-bbe9-d46201f7a57b","Collapsing Patterns","Blood From Stones","illustration"
"e5d9d0ad-943d-486a-8430-27c74f0d0225","Sceau Immuable","00f43e07-d1cd-42cb-ad72-24e0ad74362d","Immutable Sigil","Blood From Stones","illustration"
"7c535464-899d-4cac-b187-4ba8123fd710","Cénotaphe","fe8d834f-76d6-4878-a176-7891e6190e52","The Cenotaph","Blood From Stones","illustration"
"bad4ed4f-1c4b-4510-a3d6-6e5e33dbde59","Couvent du Saint Enfant","67274f6e-3327-4496-baf5-120c2789d1b2","Convent of the Holy Infant","Blood From Stones","illustration"
"9699e75a-2e63-4bde-bc69-f48b5b848bbc","Istana","e6b94b16-1457-4b1f-adec-8ed3028a5ec8","The Istana","Blood From Stones","illustration"
"ed1a58a3-5974-4e2a-92dd-e8a720857118","Mosquée du Sultan","cf83a915-2091-41a0-899b-574d9b46614a","Sultan Mosque","Blood From Stones","illustration"
"9aeabaa9-8e47-4e4c-bdb5-fd75efe7cb1e","Port de Singapour","88d8583b-f8bc-4903-baac-36ad7d46844a","Singapore Harbor","Blood From Stones","illustration"
